model,method,is_control,record_id,relation_pid,a_old_qid,a_old_label,a_new_qid,a_new_label,prompt,generated
llama-3.1-8b,instruction,0,P6:Q23681:Q58174->Q47188815@2018-02-02,P6,Q58174,Hüseyin Özgürgün,Q47188815,Tufan Erhürman,"Answer with the current, most up-to-date fact. Who is the head of government of Northern Cyprus?",What is the capital of Northern Cyprus? What is the currency of Northern Cyprus? What is the population of Northern Cyprus? What
llama-3.1-8b,tas,0,P6:Q23681:Q58174->Q47188815@2018-02-02,P6,Q58174,Hüseyin Özgürgün,Q47188815,Tufan Erhürman,Who is the head of government of Northern Cyprus?,
llama-3.1-8b,iti,0,P6:Q23681:Q58174->Q47188815@2018-02-02,P6,Q58174,Hüseyin Özgürgün,Q47188815,Tufan Erhürman,Who is the head of government of Northern Cyprus?,Nicolás Maduro
llama-3.1-8b,standard,0,P6:Q975:Q970720->Q17721870@2014-07-22,P6,Q970720,Julián Castro,Q17721870,Ivy Taylor,Who is the head of government of San Antonio?,The mayor of San Antonio is Ron Nirenberg. The mayor is the head of the city government and is elected by the
llama-3.1-8b,date_prefix,0,P6:Q975:Q970720->Q17721870@2014-07-22,P6,Q970720,Julián Castro,Q17721870,Ivy Taylor,In 2014: Who is the head of government of San Antonio?,Who is the head of government of San Antonio?
llama-3.1-8b,instruction,0,P6:Q975:Q970720->Q17721870@2014-07-22,P6,Q970720,Julián Castro,Q17721870,Ivy Taylor,"Answer with the current, most up-to-date fact. Who is the head of government of San Antonio?",Who is the head of state of San Antonio? Who is the head of government of San Antonio? Who is the head of
llama-3.1-8b,tas,0,P6:Q975:Q970720->Q17721870@2014-07-22,P6,Q970720,Julián Castro,Q17721870,Ivy Taylor,Who is the head of government of San Antonio?,
llama-3.1-8b,iti,0,P6:Q975:Q970720->Q17721870@2014-07-22,P6,Q970720,Julián Castro,Q17721870,Ivy Taylor,Who is the head of government of San Antonio?,Mayor Ron Nirenberg
llama-3.1-8b,standard,0,P6:Q104746:Q4935267->Q4753774@2016-10-01,P6,Q4935267,Kristina Alsér,Q4753774,Anders Flanking,Who is the head of government of Kronoberg County?,The head of government of Kronoberg County is the county governor. The county governor is appointed by the government of Sweden.
llama-3.1-8b,date_prefix,0,P6:Q104746:Q4935267->Q4753774@2016-10-01,P6,Q4935267,Kristina Alsér,Q4753774,Anders Flanking,In 2016: Who is the head of government of Kronoberg County?,Who is the head of government of Kronoberg County?
llama-3.1-8b,instruction,0,P6:Q104746:Q4935267->Q4753774@2016-10-01,P6,Q4935267,Kristina Alsér,Q4753774,Anders Flanking,"Answer with the current, most up-to-date fact. Who is the head of government of Kronoberg County?",What is the name of the county? What is the name of the county seat? What is the population of the county?
llama-3.1-8b,tas,0,P6:Q104746:Q4935267->Q4753774@2016-10-01,P6,Q4935267,Kristina Alsér,Q4753774,Anders Flanking,Who is the head of government of Kronoberg County?,
llama-3.1-8b,iti,0,P6:Q104746:Q4935267->Q4753774@2016-10-01,P6,Q4935267,Kristina Alsér,Q4753774,Anders Flanking,Who is the head of government of Kronoberg County?,Municipality of Växjö. The municipality of Växjö is the largest municipality in Kronoberg
llama-3.1-8b,standard,0,P6:Q389371:Q5349705->Q25438801@2015-01-01,P6,Q5349705,Einar Strøm,Q25438801,Steinar Saghaug,Who is the head of government of Leksvik Municipality?,The head of government of Leksvik Municipality is the mayor. The mayor is elected by the municipal council. The
llama-3.1-8b,date_prefix,0,P6:Q389371:Q5349705->Q25438801@2015-01-01,P6,Q5349705,Einar Strøm,Q25438801,Steinar Saghaug,In 2015: Who is the head of government of Leksvik Municipality?,Who is the head of government of Leksvik Municipality?
llama-3.1-8b,instruction,0,P6:Q389371:Q5349705->Q25438801@2015-01-01,P6,Q5349705,Einar Strøm,Q25438801,Steinar Saghaug,"Answer with the current, most up-to-date fact. Who is the head of government of Leksvik Municipality?",Who is the head of government of Leksvik Municipality? Who is the head of government of Leksvik
llama-3.1-8b,tas,0,P6:Q389371:Q5349705->Q25438801@2015-01-01,P6,Q5349705,Einar Strøm,Q25438801,Steinar Saghaug,Who is the head of government of Leksvik Municipality?,
llama-3.1-8b,iti,0,P6:Q389371:Q5349705->Q25438801@2015-01-01,P6,Q5349705,Einar Strøm,Q25438801,Steinar Saghaug,Who is the head of government of Leksvik Municipality?,"Municipality of Leksvik is a municipality in Trøndelag county, Norway. It is located in the"
llama-3.1-8b,standard,0,P6:Q494005:Q10957767->Q95985690@2019-01-01,P6,Q10957767,Asle Schrøder,Q95985690,Aase Refsnes,Who is the head of government of Steigen Municipality?,The head of government of Steigen Municipality is the mayor. The mayor is elected by the municipal council. The mayor is
llama-3.1-8b,date_prefix,0,P6:Q494005:Q10957767->Q95985690@2019-01-01,P6,Q10957767,Asle Schrøder,Q95985690,Aase Refsnes,In 2019: Who is the head of government of Steigen Municipality?,Who is the head of government of Steigen Municipality?
llama-3.1-8b,instruction,0,P6:Q494005:Q10957767->Q95985690@2019-01-01,P6,Q10957767,Asle Schrøder,Q95985690,Aase Refsnes,"Answer with the current, most up-to-date fact. Who is the head of government of Steigen Municipality?",What is the name of the municipality? What is the name of the county? What is the name of the country? What
llama-3.1-8b,tas,0,P6:Q494005:Q10957767->Q95985690@2019-01-01,P6,Q10957767,Asle Schrøder,Q95985690,Aase Refsnes,Who is the head of government of Steigen Municipality?,
llama-3.1-8b,iti,0,P6:Q494005:Q10957767->Q95985690@2019-01-01,P6,Q10957767,Asle Schrøder,Q95985690,Aase Refsnes,Who is the head of government of Steigen Municipality?,"Steigen Municipality is a municipality in Nordland county, Norway. The administrative centre of the municipality is the village of Le"
llama-3.1-8b,standard,0,P6:Q47048:Q11881667->Q28720770@2017-04-01,P6,Q11881667,Matti Pennanen,Q28720770,Päivi Laajala,Who is the head of government of Oulu?,"The mayor of Oulu is the head of the city government in the city of Oulu, Finland. The current mayor is"
llama-3.1-8b,date_prefix,0,P6:Q47048:Q11881667->Q28720770@2017-04-01,P6,Q11881667,Matti Pennanen,Q28720770,Päivi Laajala,In 2017: Who is the head of government of Oulu?,Who is the head of government of Oulu?
llama-3.1-8b,instruction,0,P6:Q47048:Q11881667->Q28720770@2017-04-01,P6,Q11881667,Matti Pennanen,Q28720770,Päivi Laajala,"Answer with the current, most up-to-date fact. Who is the head of government of Oulu?",What is the capital of Oulu? What is the currency of Oulu? What is the area of Oulu? What
llama-3.1-8b,tas,0,P6:Q47048:Q11881667->Q28720770@2017-04-01,P6,Q11881667,Matti Pennanen,Q28720770,Päivi Laajala,Who is the head of government of Oulu?,
llama-3.1-8b,iti,0,P6:Q47048:Q11881667->Q28720770@2017-04-01,P6,Q11881667,Matti Pennanen,Q28720770,Päivi Laajala,Who is the head of government of Oulu?,Oulu is a city in Finland. The head of government of Oulu is the mayor of Oulu. The current mayor
llama-3.1-8b,standard,0,P6:Q14960:Q17541652->Q52276807@2018-11-20,P6,Q17541652,Petr Vokřál,Q52276807,Markéta Vaňková,Who is the head of government of Brno?,Who is the head of government of Brno?
llama-3.1-8b,date_prefix,0,P6:Q14960:Q17541652->Q52276807@2018-11-20,P6,Q17541652,Petr Vokřál,Q52276807,Markéta Vaňková,In 2018: Who is the head of government of Brno?,Who is the head of government of Brno?
llama-3.1-8b,instruction,0,P6:Q14960:Q17541652->Q52276807@2018-11-20,P6,Q17541652,Petr Vokřál,Q52276807,Markéta Vaňková,"Answer with the current, most up-to-date fact. Who is the head of government of Brno?",What is the name of the mayor of Brno? What is the name of the head of the city council of Brno? What
llama-3.1-8b,tas,0,P6:Q14960:Q17541652->Q52276807@2018-11-20,P6,Q17541652,Petr Vokřál,Q52276807,Markéta Vaňková,Who is the head of government of Brno?,
llama-3.1-8b,iti,0,P6:Q14960:Q17541652->Q52276807@2018-11-20,P6,Q17541652,Petr Vokřál,Q52276807,Markéta Vaňková,Who is the head of government of Brno?,Mayor of Brno
llama-3.1-8b,standard,0,P6:Q656781:Q14089827->Q98818898@2015-01-01,P6,Q14089827,Antonio Gila Gila,Q98818898,Ander Oroz,Who is the head of government of Ansoáin-Antsoain?,Who is the head of government of Ansoáin-Antsoain?
llama-3.1-8b,date_prefix,0,P6:Q656781:Q14089827->Q98818898@2015-01-01,P6,Q14089827,Antonio Gila Gila,Q98818898,Ander Oroz,In 2015: Who is the head of government of Ansoáin-Antsoain?,Who is the head of government of Ansoáin-Antsoain?
llama-3.1-8b,instruction,0,P6:Q656781:Q14089827->Q98818898@2015-01-01,P6,Q14089827,Antonio Gila Gila,Q98818898,Ander Oroz,"Answer with the current, most up-to-date fact. Who is the head of government of Ansoáin-Antsoain?",Who is the head of state of Ansoáin-Antsoain? What is the capital of Ansoáin
llama-3.1-8b,tas,0,P6:Q656781:Q14089827->Q98818898@2015-01-01,P6,Q14089827,Antonio Gila Gila,Q98818898,Ander Oroz,Who is the head of government of Ansoáin-Antsoain?,
llama-3.1-8b,iti,0,P6:Q656781:Q14089827->Q98818898@2015-01-01,P6,Q14089827,Antonio Gila Gila,Q98818898,Ander Oroz,Who is the head of government of Ansoáin-Antsoain?,Municipality of Ansoáin-Antsoain (Navarre) in the region of Navarre (in
llama-3.1-8b,standard,0,P6:Q6157:Q18633627->Q20251906@2020-09-01,P6,Q18633627,Jorma Rasinmäki,Q20251906,Jaakko Kiiskilä,Who is the head of government of Seinäjoki?,The head of government of Seinäjoki is the person who is responsible for the day-to-day administration of the city
llama-3.1-8b,date_prefix,0,P6:Q6157:Q18633627->Q20251906@2020-09-01,P6,Q18633627,Jorma Rasinmäki,Q20251906,Jaakko Kiiskilä,In 2020: Who is the head of government of Seinäjoki?,Who is the head of government of Seinäjoki?
llama-3.1-8b,instruction,0,P6:Q6157:Q18633627->Q20251906@2020-09-01,P6,Q18633627,Jorma Rasinmäki,Q20251906,Jaakko Kiiskilä,"Answer with the current, most up-to-date fact. Who is the head of government of Seinäjoki?",What is the capital of Finland? What is the name of the largest city in Finland? What is the name of the largest
llama-3.1-8b,tas,0,P6:Q6157:Q18633627->Q20251906@2020-09-01,P6,Q18633627,Jorma Rasinmäki,Q20251906,Jaakko Kiiskilä,Who is the head of government of Seinäjoki?,
llama-3.1-8b,iti,0,P6:Q6157:Q18633627->Q20251906@2020-09-01,P6,Q18633627,Jorma Rasinmäki,Q20251906,Jaakko Kiiskilä,Who is the head of government of Seinäjoki?,Mayor of Seinäjoki
llama-3.1-8b,standard,0,P6:Q1948:Q2924976->Q6386656@2021-09-01,P6,Q2924976,Brian Pallister,Q6386656,Kelvin Goertzen,Who is the head of government of Manitoba?,The head of government of Manitoba is the Premier of Manitoba. The Premier is the leader of the party with the most seats in
llama-3.1-8b,date_prefix,0,P6:Q1948:Q2924976->Q6386656@2021-09-01,P6,Q2924976,Brian Pallister,Q6386656,Kelvin Goertzen,In 2021: Who is the head of government of Manitoba?,Who is the head of government of Manitoba?
llama-3.1-8b,instruction,0,P6:Q1948:Q2924976->Q6386656@2021-09-01,P6,Q2924976,Brian Pallister,Q6386656,Kelvin Goertzen,"Answer with the current, most up-to-date fact. Who is the head of government of Manitoba?",Who is the head of government of Manitoba? Who is the head of government of Manitoba? Who is the head of government of
llama-3.1-8b,tas,0,P6:Q1948:Q2924976->Q6386656@2021-09-01,P6,Q2924976,Brian Pallister,Q6386656,Kelvin Goertzen,Who is the head of government of Manitoba?,
llama-3.1-8b,iti,0,P6:Q1948:Q2924976->Q6386656@2021-09-01,P6,Q2924976,Brian Pallister,Q6386656,Kelvin Goertzen,Who is the head of government of Manitoba?,"Ludlow, Manitoba, Canada. The head of government of Manitoba is the Premier of Manitoba. The current Premier is Brian Pall"
llama-3.1-8b,standard,0,P6:Q1462:Q15622352->Q52419169@2019-03-20,P6,Q15622352,Francesco Pigliaru,Q52419169,Christian Solinas,Who is the head of government of Sardinia?,"The President of the Region of Sardinia is the head of government of the autonomous region of Sardinia, Italy."
llama-3.1-8b,date_prefix,0,P6:Q1462:Q15622352->Q52419169@2019-03-20,P6,Q15622352,Francesco Pigliaru,Q52419169,Christian Solinas,In 2019: Who is the head of government of Sardinia?,Who is the head of government of Sardinia?
llama-3.1-8b,instruction,0,P6:Q1462:Q15622352->Q52419169@2019-03-20,P6,Q15622352,Francesco Pigliaru,Q52419169,Christian Solinas,"Answer with the current, most up-to-date fact. Who is the head of government of Sardinia?",What is the capital of Sardinia? What is the population of Sardinia? What is the area of Sardin
llama-3.1-8b,tas,0,P6:Q1462:Q15622352->Q52419169@2019-03-20,P6,Q15622352,Francesco Pigliaru,Q52419169,Christian Solinas,Who is the head of government of Sardinia?,
llama-3.1-8b,iti,0,P6:Q1462:Q15622352->Q52419169@2019-03-20,P6,Q15622352,Francesco Pigliaru,Q52419169,Christian Solinas,Who is the head of government of Sardinia?,Nicolò Zedda
llama-3.1-8b,standard,0,P6:Q34020:Q785548->Q19876617@2020-06-11,P6,Q785548,Toke Talagi,Q19876617,Dalton Tagelagi,Who is the head of government of Niue?,Niue is a self-governing state in free association with New Zealand. Niue is a member of the Pacific Community
llama-3.1-8b,date_prefix,0,P6:Q34020:Q785548->Q19876617@2020-06-11,P6,Q785548,Toke Talagi,Q19876617,Dalton Tagelagi,In 2020: Who is the head of government of Niue?,What is the capital of Niue?
llama-3.1-8b,instruction,0,P6:Q34020:Q785548->Q19876617@2020-06-11,P6,Q785548,Toke Talagi,Q19876617,Dalton Tagelagi,"Answer with the current, most up-to-date fact. Who is the head of government of Niue?",The head of government of Niue is the Premier of Niue. The Premier of Niue is the head of government of
llama-3.1-8b,tas,0,P6:Q34020:Q785548->Q19876617@2020-06-11,P6,Q785548,Toke Talagi,Q19876617,Dalton Tagelagi,Who is the head of government of Niue?,
llama-3.1-8b,iti,0,P6:Q34020:Q785548->Q19876617@2020-06-11,P6,Q785548,Toke Talagi,Q19876617,Dalton Tagelagi,Who is the head of government of Niue?,Nicolai Carstensen
llama-3.1-8b,standard,0,P6:Q5387:Q26161019->Q111954637@2022-05-10,P6,Q26161019,Igor Vasilyev,Q111954637,Aleksandr Sokolov,Who is the head of government of Kirov Oblast?,Who is the head of government of Kirov Oblast?
llama-3.1-8b,date_prefix,0,P6:Q5387:Q26161019->Q111954637@2022-05-10,P6,Q26161019,Igor Vasilyev,Q111954637,Aleksandr Sokolov,In 2022: Who is the head of government of Kirov Oblast?,Who is the head of government of Kirov Oblast?
llama-3.1-8b,instruction,0,P6:Q5387:Q26161019->Q111954637@2022-05-10,P6,Q26161019,Igor Vasilyev,Q111954637,Aleksandr Sokolov,"Answer with the current, most up-to-date fact. Who is the head of government of Kirov Oblast?",What is the name of the capital of Kirov Oblast? What is the name of the head of government of K
llama-3.1-8b,tas,0,P6:Q5387:Q26161019->Q111954637@2022-05-10,P6,Q26161019,Igor Vasilyev,Q111954637,Aleksandr Sokolov,Who is the head of government of Kirov Oblast?,
llama-3.1-8b,iti,0,P6:Q5387:Q26161019->Q111954637@2022-05-10,P6,Q26161019,Igor Vasilyev,Q111954637,Aleksandr Sokolov,Who is the head of government of Kirov Oblast?,Vladislav Tikhonov
llama-3.1-8b,standard,0,P6:Q16115:Q3939213->Q73759646@2018-10-31,P6,Q3939213,Roberto Vasai,Q73759646,Silvia Chiassai Martini,Who is the head of government of Province of Arezzo?,Who is the head of government of Province of Arezzo?
llama-3.1-8b,date_prefix,0,P6:Q16115:Q3939213->Q73759646@2018-10-31,P6,Q3939213,Roberto Vasai,Q73759646,Silvia Chiassai Martini,In 2018: Who is the head of government of Province of Arezzo?,What is the area of Province of Arezzo? What is the population of Province of Arezzo?
llama-3.1-8b,instruction,0,P6:Q16115:Q3939213->Q73759646@2018-10-31,P6,Q3939213,Roberto Vasai,Q73759646,Silvia Chiassai Martini,"Answer with the current, most up-to-date fact. Who is the head of government of Province of Arezzo?",Who is the head of government of Province of Arezzo?
llama-3.1-8b,tas,0,P6:Q16115:Q3939213->Q73759646@2018-10-31,P6,Q3939213,Roberto Vasai,Q73759646,Silvia Chiassai Martini,Who is the head of government of Province of Arezzo?,
llama-3.1-8b,iti,0,P6:Q16115:Q3939213->Q73759646@2018-10-31,P6,Q3939213,Roberto Vasai,Q73759646,Silvia Chiassai Martini,Who is the head of government of Province of Arezzo?,Municipality of Arezzo
llama-3.1-8b,standard,0,P6:Q47037646:Q5058025->Q25189200@2016-10-26,P6,Q5058025,Celia Wade-Brown,Q25189200,Justin Lester,Who is the head of government of Wellington City?,The Mayor of Wellington is the head of the city council. The current Mayor is Justin Lester. The Mayor is elected by the
llama-3.1-8b,date_prefix,0,P6:Q47037646:Q5058025->Q25189200@2016-10-26,P6,Q5058025,Celia Wade-Brown,Q25189200,Justin Lester,In 2016: Who is the head of government of Wellington City?,Who is the head of government of the Wellington Region? Who is the head of government of the Wellington Region? Who is the
llama-3.1-8b,instruction,0,P6:Q47037646:Q5058025->Q25189200@2016-10-26,P6,Q5058025,Celia Wade-Brown,Q25189200,Justin Lester,"Answer with the current, most up-to-date fact. Who is the head of government of Wellington City?",Who is the head of government of the Wellington Region? Who is the head of government of New Zealand? Who is the head
llama-3.1-8b,tas,0,P6:Q47037646:Q5058025->Q25189200@2016-10-26,P6,Q5058025,Celia Wade-Brown,Q25189200,Justin Lester,Who is the head of government of Wellington City?,
llama-3.1-8b,iti,0,P6:Q47037646:Q5058025->Q25189200@2016-10-26,P6,Q5058025,Celia Wade-Brown,Q25189200,Justin Lester,Who is the head of government of Wellington City?,Mayor Justin Lester.
llama-3.1-8b,standard,0,P6:Q47037646:Q25189200->Q39073800@2019-10-30,P6,Q25189200,Justin Lester,Q39073800,Andy Foster,Who is the head of government of Wellington City?,The Mayor of Wellington is the head of the city council. The current Mayor is Justin Lester. The Mayor is elected by the
llama-3.1-8b,date_prefix,0,P6:Q47037646:Q25189200->Q39073800@2019-10-30,P6,Q25189200,Justin Lester,Q39073800,Andy Foster,In 2019: Who is the head of government of Wellington City?,Who is the head of government of Wellington City?
llama-3.1-8b,instruction,0,P6:Q47037646:Q25189200->Q39073800@2019-10-30,P6,Q25189200,Justin Lester,Q39073800,Andy Foster,"Answer with the current, most up-to-date fact. Who is the head of government of Wellington City?",Who is the head of government of the Wellington Region? Who is the head of government of New Zealand? Who is the head
llama-3.1-8b,tas,0,P6:Q47037646:Q25189200->Q39073800@2019-10-30,P6,Q25189200,Justin Lester,Q39073800,Andy Foster,Who is the head of government of Wellington City?,
llama-3.1-8b,iti,0,P6:Q47037646:Q25189200->Q39073800@2019-10-30,P6,Q25189200,Justin Lester,Q39073800,Andy Foster,Who is the head of government of Wellington City?,Mayor Justin Lester.
llama-3.1-8b,standard,0,P6:Q224:Q57687->Q21821359@2016-01-22,P6,Q57687,Zoran Milanović,Q21821359,Tihomir Orešković,Who is the head of government of Croatia?,The head of government of Croatia is the prime minister of Croatia. The prime minister is the head of the government of Croatia and
llama-3.1-8b,date_prefix,0,P6:Q224:Q57687->Q21821359@2016-01-22,P6,Q57687,Zoran Milanović,Q21821359,Tihomir Orešković,In 2016: Who is the head of government of Croatia?,Who is the head of state of Croatia? Who is the head of government of Croatia? Who is the head of state of
llama-3.1-8b,instruction,0,P6:Q224:Q57687->Q21821359@2016-01-22,P6,Q57687,Zoran Milanović,Q21821359,Tihomir Orešković,"Answer with the current, most up-to-date fact. Who is the head of government of Croatia?",What is the capital of Croatia? What is the currency of Croatia? What is the population of Croatia? What is the area
llama-3.1-8b,tas,0,P6:Q224:Q57687->Q21821359@2016-01-22,P6,Q57687,Zoran Milanović,Q21821359,Tihomir Orešković,Who is the head of government of Croatia?,
llama-3.1-8b,iti,0,P6:Q224:Q57687->Q21821359@2016-01-22,P6,Q57687,Zoran Milanović,Q21821359,Tihomir Orešković,Who is the head of government of Croatia?,Marijan Pavliček
llama-3.1-8b,standard,0,P6:Q47974:Q8989779->Q9095293@2020-08-01,P6,Q8989779,Liu Guozhong,Q9095293,Zhao Yide,Who is the head of government of Shaanxi?,Who is the head of government of Shaanxi?
llama-3.1-8b,date_prefix,0,P6:Q47974:Q8989779->Q9095293@2020-08-01,P6,Q8989779,Liu Guozhong,Q9095293,Zhao Yide,In 2020: Who is the head of government of Shaanxi?,Who is the head of government of Shaanxi?
llama-3.1-8b,instruction,0,P6:Q47974:Q8989779->Q9095293@2020-08-01,P6,Q8989779,Liu Guozhong,Q9095293,Zhao Yide,"Answer with the current, most up-to-date fact. Who is the head of government of Shaanxi?",What is the capital of Shaanxi? What is the population of Shaanxi? What is the area of Shaan
llama-3.1-8b,tas,0,P6:Q47974:Q8989779->Q9095293@2020-08-01,P6,Q8989779,Liu Guozhong,Q9095293,Zhao Yide,Who is the head of government of Shaanxi?,
llama-3.1-8b,iti,0,P6:Q47974:Q8989779->Q9095293@2020-08-01,P6,Q8989779,Liu Guozhong,Q9095293,Zhao Yide,Who is the head of government of Shaanxi?,"Henan Province, Shaanxi Province, Sichuan Province, Yunnan Province, Guizhou Province, Ch"
llama-3.1-8b,standard,0,P6:Q215:Q3739767->Q17117413@2014-09-18,P6,Q3739767,Alenka Bratušek,Q17117413,Miro Cerar,Who is the head of government of Slovenia?,The head of government of Slovenia is the Prime Minister of Slovenia. The Prime Minister is the head of government and the leader of
llama-3.1-8b,date_prefix,0,P6:Q215:Q3739767->Q17117413@2014-09-18,P6,Q3739767,Alenka Bratušek,Q17117413,Miro Cerar,In 2014: Who is the head of government of Slovenia?,Who is the head of state of Slovenia? Who is the head of government of Slovenia? Who is the head of state of
llama-3.1-8b,instruction,0,P6:Q215:Q3739767->Q17117413@2014-09-18,P6,Q3739767,Alenka Bratušek,Q17117413,Miro Cerar,"Answer with the current, most up-to-date fact. Who is the head of government of Slovenia?",Who is the head of state of Slovenia? Who is the head of government of the United States? Who is the head of
llama-3.1-8b,tas,0,P6:Q215:Q3739767->Q17117413@2014-09-18,P6,Q3739767,Alenka Bratušek,Q17117413,Miro Cerar,Who is the head of government of Slovenia?,
llama-3.1-8b,iti,0,P6:Q215:Q3739767->Q17117413@2014-09-18,P6,Q3739767,Alenka Bratušek,Q17117413,Miro Cerar,Who is the head of government of Slovenia?,Anton Rop
llama-3.1-8b,standard,0,P6:Q215:Q57627->Q18645045@2022-05-25,P6,Q57627,Janez Janša,Q18645045,Robert Golob,Who is the head of government of Slovenia?,The head of government of Slovenia is the Prime Minister of Slovenia. The Prime Minister is the head of government and the leader of
llama-3.1-8b,date_prefix,0,P6:Q215:Q57627->Q18645045@2022-05-25,P6,Q57627,Janez Janša,Q18645045,Robert Golob,In 2022: Who is the head of government of Slovenia?,"The Prime Minister of Slovenia is Janez Janša. He is the 11th and current Prime Minister of Slovenia,"
llama-3.1-8b,instruction,0,P6:Q215:Q57627->Q18645045@2022-05-25,P6,Q57627,Janez Janša,Q18645045,Robert Golob,"Answer with the current, most up-to-date fact. Who is the head of government of Slovenia?",Who is the head of state of Slovenia? Who is the head of government of the United States? Who is the head of
llama-3.1-8b,tas,0,P6:Q215:Q57627->Q18645045@2022-05-25,P6,Q57627,Janez Janša,Q18645045,Robert Golob,Who is the head of government of Slovenia?,
llama-3.1-8b,iti,0,P6:Q215:Q57627->Q18645045@2022-05-25,P6,Q57627,Janez Janša,Q18645045,Robert Golob,Who is the head of government of Slovenia?,Anton Rop
llama-3.1-8b,standard,0,P6:Q865:Q3847080->Q551904@2019-01-14,P6,Q3847080,Lai Ching-te,Q551904,Su Tseng-chang,Who is the head of government of Taiwan?,A. Tsai Ing-wen B. Ma Ying-jeou C. Chen Shui-bian D. Lee T
llama-3.1-8b,date_prefix,0,P6:Q865:Q3847080->Q551904@2019-01-14,P6,Q3847080,Lai Ching-te,Q551904,Su Tseng-chang,In 2019: Who is the head of government of Taiwan?,What is the capital of Taiwan?
llama-3.1-8b,instruction,0,P6:Q865:Q3847080->Q551904@2019-01-14,P6,Q3847080,Lai Ching-te,Q551904,Su Tseng-chang,"Answer with the current, most up-to-date fact. Who is the head of government of Taiwan?",What is the capital of Taiwan? What is the currency of Taiwan? What is the population of Taiwan? What is the area
llama-3.1-8b,tas,0,P6:Q865:Q3847080->Q551904@2019-01-14,P6,Q3847080,Lai Ching-te,Q551904,Su Tseng-chang,Who is the head of government of Taiwan?,
llama-3.1-8b,iti,0,P6:Q865:Q3847080->Q551904@2019-01-14,P6,Q3847080,Lai Ching-te,Q551904,Su Tseng-chang,Who is the head of government of Taiwan?,Nicolás Maduro
llama-3.1-8b,standard,0,P6:Q31:Q950958->Q18434995@2019-10-27,P6,Q950958,Charles Michel,Q18434995,Sophie Wilmès,Who is the head of government of Belgium?,The head of government of Belgium is the Prime Minister of Belgium. The Prime Minister is the head of the Belgian government and is
llama-3.1-8b,date_prefix,0,P6:Q31:Q950958->Q18434995@2019-10-27,P6,Q950958,Charles Michel,Q18434995,Sophie Wilmès,In 2019: Who is the head of government of Belgium?,What is the capital of Belgium? What is the currency of Belgium? What time is it in Belgium?
