model,method,is_control,record_id,relation_pid,a_old_qid,a_old_label,a_new_qid,a_new_label,prompt,generated
qwen-2.5-1.5b,standard,0,P6:Q236:Q97999161->Q16353146@2022-04-28,P6,Q97999161,Zdravko Krivokapić,Q16353146,Dritan Abazović,Who is the head of government of Montenegro?,Montenegro's head of government is the Prime Minister.
qwen-2.5-1.5b,date_prefix,0,P6:Q236:Q97999161->Q16353146@2022-04-28,P6,Q97999161,Zdravko Krivokapić,Q16353146,Dritan Abazović,In 2022: Who is the head of government of Montenegro?,The head of government of Montenegro is Miloš Drasković.
qwen-2.5-1.5b,instruction,0,P6:Q236:Q97999161->Q16353146@2022-04-28,P6,Q97999161,Zdravko Krivokapić,Q16353146,Dritan Abazović,"Answer with the current, most up-to-date fact. Who is the head of government of Montenegro?",President of Montenegro
qwen-2.5-1.5b,tas,0,P6:Q236:Q97999161->Q16353146@2022-04-28,P6,Q97999161,Zdravko Krivokapić,Q16353146,Dritan Abazović,Who is the head of government of Montenegro?,Zeljko Ajdac
qwen-2.5-1.5b,iti,0,P6:Q236:Q97999161->Q16353146@2022-04-28,P6,Q97999161,Zdravko Krivokapić,Q16353146,Dritan Abazović,Who is the head of government of Montenegro?,Miroslav Ljotić
qwen-2.5-1.5b,standard,0,P6:Q23681:Q47189019->Q12812869@2022-05-12,P6,Q47189019,Faiz Sucuoğlu,Q12812869,Ünal Üstel,Who is the head of government of Northern Cyprus?,"The head of government of Northern Cyprus is the President of the Northern Cyprus Parliament, who is also the Prime Minister of Northern Cyprus"
qwen-2.5-1.5b,date_prefix,0,P6:Q23681:Q47189019->Q12812869@2022-05-12,P6,Q47189019,Faiz Sucuoğlu,Q12812869,Ünal Üstel,In 2022: Who is the head of government of Northern Cyprus?,The head of government of Northern Cyprus is Mr. Mustafa Akinci.
qwen-2.5-1.5b,instruction,0,P6:Q23681:Q47189019->Q12812869@2022-05-12,P6,Q47189019,Faiz Sucuoğlu,Q12812869,Ünal Üstel,"Answer with the current, most up-to-date fact. Who is the head of government of Northern Cyprus?",President of the Republic of Cyprus
qwen-2.5-1.5b,tas,0,P6:Q23681:Q47189019->Q12812869@2022-05-12,P6,Q47189019,Faiz Sucuoğlu,Q12812869,Ünal Üstel,Who is the head of government of Northern Cyprus?,Nicosia
qwen-2.5-1.5b,iti,0,P6:Q23681:Q47189019->Q12812869@2022-05-12,P6,Q47189019,Faiz Sucuoğlu,Q12812869,Ünal Üstel,Who is the head of government of Northern Cyprus?,"The head of government of Northern Cyprus is the President of the Northern Cyprus Parliament, who is also the Prime Minister of Northern Cyprus"
qwen-2.5-1.5b,standard,0,P6:Q203344:Q1253167->Q1468102@2010-01-01,P6,Q1253167,Zoltán Révfy,Q1468102,Róbert Zsigó,Who is the head of government of Baja?,Baja California is a state in Mexico. The head of government is the Governor. The Governor is elected by the people of
qwen-2.5-1.5b,date_prefix,0,P6:Q203344:Q1253167->Q1468102@2010-01-01,P6,Q1253167,Zoltán Révfy,Q1468102,Róbert Zsigó,In 2010: Who is the head of government of Baja?,Mexico
qwen-2.5-1.5b,instruction,0,P6:Q203344:Q1253167->Q1468102@2010-01-01,P6,Q1253167,Zoltán Révfy,Q1468102,Róbert Zsigó,"Answer with the current, most up-to-date fact. Who is the head of government of Baja?",The head of government of Baja is the Governor of Baja California.
qwen-2.5-1.5b,tas,0,P6:Q203344:Q1253167->Q1468102@2010-01-01,P6,Q1253167,Zoltán Révfy,Q1468102,Róbert Zsigó,Who is the head of government of Baja?,A: Baja California
qwen-2.5-1.5b,iti,0,P6:Q203344:Q1253167->Q1468102@2010-01-01,P6,Q1253167,Zoltán Révfy,Q1468102,Róbert Zsigó,Who is the head of government of Baja?,Baja is a state in Mexico. The head of government is the Governor.
qwen-2.5-1.5b,standard,0,P6:Q1462:Q15622352->Q52419169@2019-03-20,P6,Q15622352,Francesco Pigliaru,Q52419169,Christian Solinas,Who is the head of government of Sardinia?,The head of government of Sardinia is the Governor of Sardinia.
qwen-2.5-1.5b,date_prefix,0,P6:Q1462:Q15622352->Q52419169@2019-03-20,P6,Q15622352,Francesco Pigliaru,Q52419169,Christian Solinas,In 2019: Who is the head of government of Sardinia?,Carlo Calenda
qwen-2.5-1.5b,instruction,0,P6:Q1462:Q15622352->Q52419169@2019-03-20,P6,Q15622352,Francesco Pigliaru,Q52419169,Christian Solinas,"Answer with the current, most up-to-date fact. Who is the head of government of Sardinia?",President of the Republic of Italy
qwen-2.5-1.5b,tas,0,P6:Q1462:Q15622352->Q52419169@2019-03-20,P6,Q15622352,Francesco Pigliaru,Q52419169,Christian Solinas,Who is the head of government of Sardinia?,Answer the above question based on the context below:  The island of Sardinia is divided into two regions: the
qwen-2.5-1.5b,iti,0,P6:Q1462:Q15622352->Q52419169@2019-03-20,P6,Q15622352,Francesco Pigliaru,Q52419169,Christian Solinas,Who is the head of government of Sardinia?,Sardinia is an autonomous region of Italy. The head of government of Sardinia is the Governor of Sardinia
qwen-2.5-1.5b,standard,0,P6:Q685857:Q24114183->Q24114705@2016-01-01,P6,Q24114183,Marian Iordache,Q24114705,Valentin Vrabie,Who is the head of government of Medgidia?,Medgidia is a city in the Republic of Moldova. The head of government of Medgidia is the Mayor of
qwen-2.5-1.5b,date_prefix,0,P6:Q685857:Q24114183->Q24114705@2016-01-01,P6,Q24114183,Marian Iordache,Q24114705,Valentin Vrabie,In 2016: Who is the head of government of Medgidia?,"Answer the above question based on the context below:  In 2016, the head of government of Med"
qwen-2.5-1.5b,instruction,0,P6:Q685857:Q24114183->Q24114705@2016-01-01,P6,Q24114183,Marian Iordache,Q24114705,Valentin Vrabie,"Answer with the current, most up-to-date fact. Who is the head of government of Medgidia?",The head of government of Medgidia is the Mayor.
qwen-2.5-1.5b,tas,0,P6:Q685857:Q24114183->Q24114705@2016-01-01,P6,Q24114183,Marian Iordache,Q24114705,Valentin Vrabie,Who is the head of government of Medgidia?,Answer the above question based on the context below:  The city is governed by a mayor and a city council. The
qwen-2.5-1.5b,iti,0,P6:Q685857:Q24114183->Q24114705@2016-01-01,P6,Q24114183,Marian Iordache,Q24114705,Valentin Vrabie,Who is the head of government of Medgidia?,Medgidia is a city in the Republic of Moldova. The head of government of Medgidia is the Mayor of
qwen-2.5-1.5b,standard,0,P6:Q17:Q132345->Q122465@2020-09-16,P6,Q132345,Shinzō Abe,Q122465,Yoshihide Suga,Who is the head of government of Japan?,The head of government of Japan is the Prime Minister. The Prime Minister is appointed by the Emperor of Japan and is responsible for
qwen-2.5-1.5b,date_prefix,0,P6:Q17:Q132345->Q122465@2020-09-16,P6,Q132345,Shinzō Abe,Q122465,Yoshihide Suga,In 2020: Who is the head of government of Japan?,Abe Shinzo
qwen-2.5-1.5b,instruction,0,P6:Q17:Q132345->Q122465@2020-09-16,P6,Q132345,Shinzō Abe,Q122465,Yoshihide Suga,"Answer with the current, most up-to-date fact. Who is the head of government of Japan?",Prime Minister
qwen-2.5-1.5b,tas,0,P6:Q17:Q132345->Q122465@2020-09-16,P6,Q132345,Shinzō Abe,Q122465,Yoshihide Suga,Who is the head of government of Japan?,A. Prime Minister B. President C. Prime Minister D. Prime Minister
qwen-2.5-1.5b,iti,0,P6:Q17:Q132345->Q122465@2020-09-16,P6,Q132345,Shinzō Abe,Q122465,Yoshihide Suga,Who is the head of government of Japan?,The head of government of Japan is the Prime Minister. The Prime Minister is appointed by the Emperor of Japan and is responsible for
qwen-2.5-1.5b,standard,0,P6:Q499474:Q4607561->Q100327366@2019-01-01,P6,Q4607561,Kristina Zakrisson,Q100327366,Gunnar Selberg,Who is the head of government of Kiruna Municipality?,The head of government of Kiruna Municipality is the Mayor of Kiruna Municipality. The current Mayor of Kiruna Municip
qwen-2.5-1.5b,date_prefix,0,P6:Q499474:Q4607561->Q100327366@2019-01-01,P6,Q4607561,Kristina Zakrisson,Q100327366,Gunnar Selberg,In 2019: Who is the head of government of Kiruna Municipality?,The head of government of Kiruna Municipality in 2019 was Björn Håkansson.
qwen-2.5-1.5b,instruction,0,P6:Q499474:Q4607561->Q100327366@2019-01-01,P6,Q4607561,Kristina Zakrisson,Q100327366,Gunnar Selberg,"Answer with the current, most up-to-date fact. Who is the head of government of Kiruna Municipality?",The head of government of Kiruna Municipality is the Mayor of Kiruna.
qwen-2.5-1.5b,tas,0,P6:Q499474:Q4607561->Q100327366@2019-01-01,P6,Q4607561,Kristina Zakrisson,Q100327366,Gunnar Selberg,Who is the head of government of Kiruna Municipality?,Answer the above question based on the context below:  Kiruna is the administrative centre of the municipality of the same name
qwen-2.5-1.5b,iti,0,P6:Q499474:Q4607561->Q100327366@2019-01-01,P6,Q4607561,Kristina Zakrisson,Q100327366,Gunnar Selberg,Who is the head of government of Kiruna Municipality?,The head of government of Kiruna Municipality is the Mayor of Kiruna Municipality. The current Mayor of Kiruna Municip
qwen-2.5-1.5b,standard,0,P6:Q186230:Q6063364->Q122874685@2017-02-01,P6,Q6063364,Harry Rantakyrö,Q122874685,Jan Larsson,Who is the head of government of Pajala Municipality?,"Pajala Municipality is a municipality in the province of Lapland, Finland. The head of government of Pajala"
qwen-2.5-1.5b,date_prefix,0,P6:Q186230:Q6063364->Q122874685@2017-02-01,P6,Q6063364,Harry Rantakyrö,Q122874685,Jan Larsson,In 2017: Who is the head of government of Pajala Municipality?,The head of government of Pajala Municipality in 2017 was Jukka Kiviniemi.
qwen-2.5-1.5b,instruction,0,P6:Q186230:Q6063364->Q122874685@2017-02-01,P6,Q6063364,Harry Rantakyrö,Q122874685,Jan Larsson,"Answer with the current, most up-to-date fact. Who is the head of government of Pajala Municipality?","Pajala Municipality is a municipality in the province of Lapland, Finland. The head of government of Pajala"
qwen-2.5-1.5b,tas,0,P6:Q186230:Q6063364->Q122874685@2017-02-01,P6,Q6063364,Harry Rantakyrö,Q122874685,Jan Larsson,Who is the head of government of Pajala Municipality?,Answer the above question based on the context below:  Pajala Municipality is a municipality in the province of Å
qwen-2.5-1.5b,iti,0,P6:Q186230:Q6063364->Q122874685@2017-02-01,P6,Q6063364,Harry Rantakyrö,Q122874685,Jan Larsson,Who is the head of government of Pajala Municipality?,"Pajala Municipality is a municipality in the province of Lapland, Finland. The head of government of Pajala"
qwen-2.5-1.5b,standard,0,P6:Q215:Q12795878->Q57627@2020-03-13,P6,Q12795878,Marjan Šarec,Q57627,Janez Janša,Who is the head of government of Slovenia?,The head of government of Slovenia is the Prime Minister of Slovenia. The Prime Minister is appointed by the President of Slovenia and is
qwen-2.5-1.5b,date_prefix,0,P6:Q215:Q12795878->Q57627@2020-03-13,P6,Q12795878,Marjan Šarec,Q57627,Janez Janša,In 2020: Who is the head of government of Slovenia?,The head of government of Slovenia is Andrej Lehman. He is a member of the Social Democratic Party and has been the
qwen-2.5-1.5b,instruction,0,P6:Q215:Q12795878->Q57627@2020-03-13,P6,Q12795878,Marjan Šarec,Q57627,Janez Janša,"Answer with the current, most up-to-date fact. Who is the head of government of Slovenia?",The head of government of Slovenia is Matjaž Hančil. He is the Prime Minister of Slovenia and has been in
qwen-2.5-1.5b,tas,0,P6:Q215:Q12795878->Q57627@2020-03-13,P6,Q12795878,Marjan Šarec,Q57627,Janez Janša,Who is the head of government of Slovenia?,"Answer the above question based on the context below:  Slovenia's constitution, which was adopted in 1991"
qwen-2.5-1.5b,iti,0,P6:Q215:Q12795878->Q57627@2020-03-13,P6,Q12795878,Marjan Šarec,Q57627,Janez Janša,Who is the head of government of Slovenia?,The head of government of Slovenia is the Prime Minister of Slovenia. The Prime Minister is appointed by the President of Slovenia and is
qwen-2.5-1.5b,standard,0,P6:Q13725:Q40128419->Q28854045@2017-01-01,P6,Q40128419,Michel Montaner Berbel,Q28854045,Ricard Barberà Guillem,Who is the head of government of Xirivella?,"Xirivella is a fictional country in the ""The Xirivella Chronicles"" series by author J. R."
qwen-2.5-1.5b,date_prefix,0,P6:Q13725:Q40128419->Q28854045@2017-01-01,P6,Q40128419,Michel Montaner Berbel,Q28854045,Ricard Barberà Guillem,In 2017: Who is the head of government of Xirivella?,"Answer the above question based on the context below:  In 2017, Xirivella is a"
qwen-2.5-1.5b,instruction,0,P6:Q13725:Q40128419->Q28854045@2017-01-01,P6,Q40128419,Michel Montaner Berbel,Q28854045,Ricard Barberà Guillem,"Answer with the current, most up-to-date fact. Who is the head of government of Xirivella?",The head of government of Xirivella is the Prime Minister.
qwen-2.5-1.5b,tas,0,P6:Q13725:Q40128419->Q28854045@2017-01-01,P6,Q40128419,Michel Montaner Berbel,Q28854045,Ricard Barberà Guillem,Who is the head of government of Xirivella?,Answer the above question based on the context below:  Xirivella is a small village in the municipality of V
qwen-2.5-1.5b,iti,0,P6:Q13725:Q40128419->Q28854045@2017-01-01,P6,Q40128419,Michel Montaner Berbel,Q28854045,Ricard Barberà Guillem,Who is the head of government of Xirivella?,"Xirivella is a fictional country in the ""The Xirivella Chronicles"" series by author J. R."
qwen-2.5-1.5b,standard,0,P6:Q5112591:Q24007601->Q25999116@2016-01-01,P6,Q24007601,Luca Ștefan,Q25999116,Emilia Niculescu,Who is the head of government of Costache Negri?,Costache Negri is the head of government of the Republic of Moldova. He is also the Prime Minister of Moldova
qwen-2.5-1.5b,date_prefix,0,P6:Q5112591:Q24007601->Q25999116@2016-01-01,P6,Q24007601,Luca Ștefan,Q25999116,Emilia Niculescu,In 2016: Who is the head of government of Costache Negri?,The head of government of Costache Negri is Ion Cătălin Cătălin.
qwen-2.5-1.5b,instruction,0,P6:Q5112591:Q24007601->Q25999116@2016-01-01,P6,Q24007601,Luca Ștefan,Q25999116,Emilia Niculescu,"Answer with the current, most up-to-date fact. Who is the head of government of Costache Negri?",President
qwen-2.5-1.5b,tas,0,P6:Q5112591:Q24007601->Q25999116@2016-01-01,P6,Q24007601,Luca Ștefan,Q25999116,Emilia Niculescu,Who is the head of government of Costache Negri?,Answer the above question based on the context below:  The 1990s were a period of economic growth
qwen-2.5-1.5b,iti,0,P6:Q5112591:Q24007601->Q25999116@2016-01-01,P6,Q24007601,Luca Ștefan,Q25999116,Emilia Niculescu,Who is the head of government of Costache Negri?,Costache Negri is the head of government of the Republic of Moldova. He is also the Prime Minister of the country
qwen-2.5-1.5b,standard,0,P6:Q16426529:Q25999099->Q24205541@2020-10-01,P6,Q25999099,Virgil-Daniel Gruia,Q24205541,Constantin Popa,Who is the head of government of Terpezița?,Terpezița is a municipality in the Romanian region of Muntenia. The head of government of Terpezi
qwen-2.5-1.5b,date_prefix,0,P6:Q16426529:Q25999099->Q24205541@2020-10-01,P6,Q25999099,Virgil-Daniel Gruia,Q24205541,Constantin Popa,In 2020: Who is the head of government of Terpezița?,2020: Who is the head of government of Terpezița? - Terpezița
qwen-2.5-1.5b,instruction,0,P6:Q16426529:Q25999099->Q24205541@2020-10-01,P6,Q25999099,Virgil-Daniel Gruia,Q24205541,Constantin Popa,"Answer with the current, most up-to-date fact. Who is the head of government of Terpezița?",The head of government of Terpezița is the Mayor.
qwen-2.5-1.5b,tas,0,P6:Q16426529:Q25999099->Q24205541@2020-10-01,P6,Q25999099,Virgil-Daniel Gruia,Q24205541,Constantin Popa,Who is the head of government of Terpezița?,Answer the above question based on the context below:  Terpezița is a village in the administrative district of
qwen-2.5-1.5b,iti,0,P6:Q16426529:Q25999099->Q24205541@2020-10-01,P6,Q25999099,Virgil-Daniel Gruia,Q24205541,Constantin Popa,Who is the head of government of Terpezița?,A: The head of government of Terpezița is the Mayor of Terpezița.
qwen-2.5-1.5b,standard,0,P35:Q854:Q57338->Q6737124@2015-01-09,P35,Q57338,Mahinda Rajapaksa,Q6737124,Maithripala Sirisena,Who is the head of state of Sri Lanka?,The head of state of Sri Lanka is the President.
qwen-2.5-1.5b,date_prefix,0,P35:Q854:Q57338->Q6737124@2015-01-09,P35,Q57338,Mahinda Rajapaksa,Q6737124,Maithripala Sirisena,In 2015: Who is the head of state of Sri Lanka?,President Maithripala Sirisena
qwen-2.5-1.5b,instruction,0,P35:Q854:Q57338->Q6737124@2015-01-09,P35,Q57338,Mahinda Rajapaksa,Q6737124,Maithripala Sirisena,"Answer with the current, most up-to-date fact. Who is the head of state of Sri Lanka?",President Maithripala Sirisena
qwen-2.5-1.5b,tas,0,P35:Q854:Q57338->Q6737124@2015-01-09,P35,Q57338,Mahinda Rajapaksa,Q6737124,Maithripala Sirisena,Who is the head of state of Sri Lanka?,Answer the above question based on the context below:  The island of Sri Lanka has been inhabited since the Paleolithic era
qwen-2.5-1.5b,iti,0,P35:Q854:Q57338->Q6737124@2015-01-09,P35,Q57338,Mahinda Rajapaksa,Q6737124,Maithripala Sirisena,Who is the head of state of Sri Lanka?,The head of state of Sri Lanka is the President.
qwen-2.5-1.5b,standard,0,P169:Q3126763:Q112265018->Q113956100@2022-09-01,P169,Q112265018,Marco Sesana,Q113956100,Giancarlo Fancel,Who is the chief executive officer of Generali Italia?,Answer according to: Generali Italia is a subsidiary of the Italian insurance group Generali. The company was founded in 1
qwen-2.5-1.5b,date_prefix,0,P169:Q3126763:Q112265018->Q113956100@2022-09-01,P169,Q112265018,Marco Sesana,Q113956100,Giancarlo Fancel,In 2022: Who is the chief executive officer of Generali Italia?,Answer according to: Generali Italia is a subsidiary of the Italian insurance group Generali. The company was founded in 1
qwen-2.5-1.5b,instruction,0,P169:Q3126763:Q112265018->Q113956100@2022-09-01,P169,Q112265018,Marco Sesana,Q113956100,Giancarlo Fancel,"Answer with the current, most up-to-date fact. Who is the chief executive officer of Generali Italia?",The chief executive officer of Generali Italia is Giuseppe Cipriani.
qwen-2.5-1.5b,tas,0,P169:Q3126763:Q112265018->Q113956100@2022-09-01,P169,Q112265018,Marco Sesana,Q113956100,Giancarlo Fancel,Who is the chief executive officer of Generali Italia?,Answer the above question based on the context below:  The company was founded in 1863 by the Italian
qwen-2.5-1.5b,iti,0,P169:Q3126763:Q112265018->Q113956100@2022-09-01,P169,Q112265018,Marco Sesana,Q113956100,Giancarlo Fancel,Who is the chief executive officer of Generali Italia?,A. Giuseppe Cappellini B. Giuseppe Cappellini C. Giuseppe Cappellini D
qwen-2.5-1.5b,standard,0,P286:Q745246:Q5888276->Q83712@2022-01-01,P286,Q5888276,Guillermo Almada,Q83712,Pedro Caixinha,Who is the head coach of Santos Laguna?,The head coach of Santos Laguna is Carlos Valdés.
qwen-2.5-1.5b,date_prefix,0,P286:Q745246:Q5888276->Q83712@2022-01-01,P286,Q5888276,Guillermo Almada,Q83712,Pedro Caixinha,In 2022: Who is the head coach of Santos Laguna?,"In 2022, the head coach of Santos Laguna is Carlos Valdés."
qwen-2.5-1.5b,instruction,0,P286:Q745246:Q5888276->Q83712@2022-01-01,P286,Q5888276,Guillermo Almada,Q83712,Pedro Caixinha,"Answer with the current, most up-to-date fact. Who is the head coach of Santos Laguna?",The head coach of Santos Laguna is Jorge Humberto Rodríguez.
qwen-2.5-1.5b,tas,0,P286:Q745246:Q5888276->Q83712@2022-01-01,P286,Q5888276,Guillermo Almada,Q83712,Pedro Caixinha,Who is the head coach of Santos Laguna?,The head coach of Santos Laguna is Carlos Valdés.
qwen-2.5-1.5b,iti,0,P286:Q745246:Q5888276->Q83712@2022-01-01,P286,Q5888276,Guillermo Almada,Q83712,Pedro Caixinha,Who is the head coach of Santos Laguna?,The head coach of Santos Laguna is Carlos Valdés.
qwen-2.5-1.5b,standard,0,P286:Q144808:Q655863->Q9140359@2024-01-01,P286,Q655863,Tuomas Sammelvuo,Q9140359,Adam Swaczyna,Who is the head coach of ZAKSA Kędzierzyn-Koźle?,The head coach of ZAKSA Kędzierzyn-Koźle is Jerzy Kowalski.
qwen-2.5-1.5b,date_prefix,0,P286:Q144808:Q655863->Q9140359@2024-01-01,P286,Q655863,Tuomas Sammelvuo,Q9140359,Adam Swaczyna,In 2024: Who is the head coach of ZAKSA Kędzierzyn-Koźle?,2024: Who is the head coach of ZAKSA Kędzierzyn-Koźle?
qwen-2.5-1.5b,instruction,0,P286:Q144808:Q655863->Q9140359@2024-01-01,P286,Q655863,Tuomas Sammelvuo,Q9140359,Adam Swaczyna,"Answer with the current, most up-to-date fact. Who is the head coach of ZAKSA Kędzierzyn-Koźle?",The head coach of ZAKSA Kędzierzyn-Koźle is Jerzy Kowalski.
qwen-2.5-1.5b,tas,0,P286:Q144808:Q655863->Q9140359@2024-01-01,P286,Q655863,Tuomas Sammelvuo,Q9140359,Adam Swaczyna,Who is the head coach of ZAKSA Kędzierzyn-Koźle?,Answer the above question based on the context below:  ZAKSA Kędzierzyn-Koźle is
qwen-2.5-1.5b,iti,0,P286:Q144808:Q655863->Q9140359@2024-01-01,P286,Q655863,Tuomas Sammelvuo,Q9140359,Adam Swaczyna,Who is the head coach of ZAKSA Kędzierzyn-Koźle?,ZAKSA Kędzierzyn-Koźle is a Polish football club based in Kędzierzyn-K
qwen-2.5-1.5b,standard,0,P286:Q348902:Q4320324->Q7087842@2022-06-05,P286,Q4320324,Paul Zammit,Q7087842,Oliver Spiteri,Who is the head coach of Balzan F.C.?,The head coach of Balzan F.C. is Francesco De Vita.
qwen-2.5-1.5b,date_prefix,0,P286:Q348902:Q4320324->Q7087842@2022-06-05,P286,Q4320324,Paul Zammit,Q7087842,Oliver Spiteri,In 2022: Who is the head coach of Balzan F.C.?,2022-01-10T14:00:00Z https://www.
qwen-2.5-1.5b,instruction,0,P286:Q348902:Q4320324->Q7087842@2022-06-05,P286,Q4320324,Paul Zammit,Q7087842,Oliver Spiteri,"Answer with the current, most up-to-date fact. Who is the head coach of Balzan F.C.?",Balzan F.C. is a football club based in Malta. The current head coach of Balzan F.C. is Francesco
qwen-2.5-1.5b,tas,0,P286:Q348902:Q4320324->Q7087842@2022-06-05,P286,Q4320324,Paul Zammit,Q7087842,Oliver Spiteri,Who is the head coach of Balzan F.C.?,Answer the above question based on the context below:  Balzan F.C. is a Maltese football club based
qwen-2.5-1.5b,iti,0,P286:Q348902:Q4320324->Q7087842@2022-06-05,P286,Q4320324,Paul Zammit,Q7087842,Oliver Spiteri,Who is the head coach of Balzan F.C.?,Balzan F.C. is a football club based in Malta. As of my last update in October 2023
qwen-2.5-1.5b,standard,0,P488:Q1684235:Q28101288->Q3127979@2017-01-01,P488,Q28101288,Marco Teubner,Q3127979,Hartmut Kommerell,Who is the chairperson of Game Designers Association?,"The chairperson of the Game Designers Association is not a specific individual, as the organization is a non-profit association that does"
qwen-2.5-1.5b,date_prefix,0,P488:Q1684235:Q28101288->Q3127979@2017-01-01,P488,Q28101288,Marco Teubner,Q3127979,Hartmut Kommerell,In 2017: Who is the chairperson of Game Designers Association?,The Game Designers Association (GDA) is a professional association for game designers in the United States. The current chairperson
qwen-2.5-1.5b,instruction,0,P488:Q1684235:Q28101288->Q3127979@2017-01-01,P488,Q28101288,Marco Teubner,Q3127979,Hartmut Kommerell,"Answer with the current, most up-to-date fact. Who is the chairperson of Game Designers Association?","The chairperson of the Game Designers Association is not a specific individual, as the organization is a group of game designers who"
qwen-2.5-1.5b,tas,0,P488:Q1684235:Q28101288->Q3127979@2017-01-01,P488,Q28101288,Marco Teubner,Q3127979,Hartmut Kommerell,Who is the chairperson of Game Designers Association?,A: John H. G. B. B: John H. G. B. C: John H. G.
qwen-2.5-1.5b,iti,0,P488:Q1684235:Q28101288->Q3127979@2017-01-01,P488,Q28101288,Marco Teubner,Q3127979,Hartmut Kommerell,Who is the chairperson of Game Designers Association?,"The chairperson of the Game Designers Association is not a specific individual, as the organization is a non-profit association that does"
qwen-2.5-1.5b,standard,0,P488:Q9630:Q291169->Q6383803@2020-04-04,P488,Q291169,Jeremy Corbyn,Q6383803,Keir Starmer,Who is the chairperson of Labour Party?,The chairperson of the Labour Party is Keir Starmer. He is the leader of the Labour Party in the United Kingdom
qwen-2.5-1.5b,date_prefix,0,P488:Q9630:Q291169->Q6383803@2020-04-04,P488,Q291169,Jeremy Corbyn,Q6383803,Keir Starmer,In 2020: Who is the chairperson of Labour Party?,A. Jeremy Corbyn B. Nicola Sturgeon C. Boris Johnson D. Theresa May
qwen-2.5-1.5b,instruction,0,P488:Q9630:Q291169->Q6383803@2020-04-04,P488,Q291169,Jeremy Corbyn,Q6383803,Keir Starmer,"Answer with the current, most up-to-date fact. Who is the chairperson of Labour Party?",Jeremy Corbyn
qwen-2.5-1.5b,tas,0,P488:Q9630:Q291169->Q6383803@2020-04-04,P488,Q291169,Jeremy Corbyn,Q6383803,Keir Starmer,Who is the chairperson of Labour Party?,A. Jeremy Corbyn B. Ed Miliband C. Nick Clegg D. Nick Clegg
qwen-2.5-1.5b,iti,0,P488:Q9630:Q291169->Q6383803@2020-04-04,P488,Q291169,Jeremy Corbyn,Q6383803,Keir Starmer,Who is the chairperson of Labour Party?,The chairperson of the Labour Party is Keir Starmer. He is the leader of the Labour Party in the United Kingdom
qwen-2.5-1.5b,standard,0,P488:Q1604553:Q1453335->Q73349@2018-01-01,P488,Q1453335,Ulrike Mascher,Q73349,Verena Bentele,Who is the chairperson of Social Association VdK Germany?,A. Dr. Peter Schäfer B. Dr. Peter Schäfer C. Dr. Peter Schäfer D
qwen-2.5-1.5b,date_prefix,0,P488:Q1604553:Q1453335->Q73349@2018-01-01,P488,Q1453335,Ulrike Mascher,Q73349,Verena Bentele,In 2018: Who is the chairperson of Social Association VdK Germany?,(German)
