model,method,is_control,record_id,relation_pid,a_old_qid,a_old_label,a_new_qid,a_new_label,prompt,generated
mistral-7b-v0.3,date_prefix,0,P6:Q171224:Q6418596->Q28162495@2017-01-09,P6,Q6418596,Kitty Piercy,Q28162495,Lucy Vinis,In 2017: Who is the head of government of Eugene?,The mayor of Eugene is Lucy Vinis.
mistral-7b-v0.3,instruction,0,P6:Q171224:Q6418596->Q28162495@2017-01-09,P6,Q6418596,Kitty Piercy,Q28162495,Lucy Vinis,"Answer with the current, most up-to-date fact. Who is the head of government of Eugene?",The mayor of Eugene is Lucy Vinis.
mistral-7b-v0.3,tas,0,P6:Q171224:Q6418596->Q28162495@2017-01-09,P6,Q6418596,Kitty Piercy,Q28162495,Lucy Vinis,Who is the head of government of Eugene?,"Eugene is a city in Lane County, Oregon, United States. It is at the southern end of the"
mistral-7b-v0.3,iti,0,P6:Q171224:Q6418596->Q28162495@2017-01-09,P6,Q6418596,Kitty Piercy,Q28162495,Lucy Vinis,Who is the head of government of Eugene?,"The head of government of Eugene is the mayor, who is elected by the people of Eugene. The mayor"
mistral-7b-v0.3,standard,0,P6:Q894:Q21534229->Q48953390@2017-12-26,P6,Q21534229,Oleg Fursov,Q48953390,Yelena Lapushkina,Who is the head of government of Samara?,"The head of government of Samara is the Governor of Samara Oblast, an official elected by popular vote"
mistral-7b-v0.3,date_prefix,0,P6:Q894:Q21534229->Q48953390@2017-12-26,P6,Q21534229,Oleg Fursov,Q48953390,Yelena Lapushkina,In 2017: Who is the head of government of Samara?,The head of the Samara region is the Governor of the Samara region.
mistral-7b-v0.3,instruction,0,P6:Q894:Q21534229->Q48953390@2017-12-26,P6,Q21534229,Oleg Fursov,Q48953390,Yelena Lapushkina,"Answer with the current, most up-to-date fact. Who is the head of government of Samara?",## Answer
mistral-7b-v0.3,tas,0,P6:Q894:Q21534229->Q48953390@2017-12-26,P6,Q21534229,Oleg Fursov,Q48953390,Yelena Lapushkina,Who is the head of government of Samara?,"The head of government of Samara is the Governor of Samara Oblast, an official elected by the people"
mistral-7b-v0.3,iti,0,P6:Q894:Q21534229->Q48953390@2017-12-26,P6,Q21534229,Oleg Fursov,Q48953390,Yelena Lapushkina,Who is the head of government of Samara?,"The head of government of Samara is the Governor of Samara Oblast, an official elected by popular vote"
mistral-7b-v0.3,standard,0,P6:Q4418748:Q124049979->Q124049931@2021-01-01,P6,Q124049979,Abdul Latif Belbir,Q124049931,Abdel Moeed Asaad,Who is the head of government of Sidi Bennour?,Sidi Bennour is a city in Morocco. The mayor of Sidi Bennour is Moh
mistral-7b-v0.3,date_prefix,0,P6:Q4418748:Q124049979->Q124049931@2021-01-01,P6,Q124049979,Abdul Latif Belbir,Q124049931,Abdel Moeed Asaad,In 2021: Who is the head of government of Sidi Bennour?,The head of government of Sidi Bennour is Mohamed El Hajjami.
mistral-7b-v0.3,instruction,0,P6:Q4418748:Q124049979->Q124049931@2021-01-01,P6,Q124049979,Abdul Latif Belbir,Q124049931,Abdel Moeed Asaad,"Answer with the current, most up-to-date fact. Who is the head of government of Sidi Bennour?",## Answer
mistral-7b-v0.3,tas,0,P6:Q4418748:Q124049979->Q124049931@2021-01-01,P6,Q124049979,Abdul Latif Belbir,Q124049931,Abdel Moeed Asaad,Who is the head of government of Sidi Bennour?,Sidi Bennour is a city in Morocco. The mayor of Sidi Bennour is Moh
mistral-7b-v0.3,iti,0,P6:Q4418748:Q124049979->Q124049931@2021-01-01,P6,Q124049979,Abdul Latif Belbir,Q124049931,Abdel Moeed Asaad,Who is the head of government of Sidi Bennour?,Sidi Bennour is a city in Morocco. The mayor of Sidi Bennour is Moh
mistral-7b-v0.3,standard,0,P6:Q1055:Q61053->Q971774@2018-03-28,P6,Q61053,Olaf Scholz,Q971774,Peter Tschentscher,Who is the head of government of Hamburg?,"Hamburg is a city-state in Germany. The head of government is the First Mayor of Hamburg, who"
mistral-7b-v0.3,date_prefix,0,P6:Q1055:Q61053->Q971774@2018-03-28,P6,Q61053,Olaf Scholz,Q971774,Peter Tschentscher,In 2018: Who is the head of government of Hamburg?,The head of government of Hamburg is Olaf Scholz.
mistral-7b-v0.3,instruction,0,P6:Q1055:Q61053->Q971774@2018-03-28,P6,Q61053,Olaf Scholz,Q971774,Peter Tschentscher,"Answer with the current, most up-to-date fact. Who is the head of government of Hamburg?",## Answer
mistral-7b-v0.3,tas,0,P6:Q1055:Q61053->Q971774@2018-03-28,P6,Q61053,Olaf Scholz,Q971774,Peter Tschentscher,Who is the head of government of Hamburg?,"Hamburg is a city-state in Germany. The head of government is the First Mayor of Hamburg, who"
mistral-7b-v0.3,iti,0,P6:Q1055:Q61053->Q971774@2018-03-28,P6,Q61053,Olaf Scholz,Q971774,Peter Tschentscher,Who is the head of government of Hamburg?,Mayor of Hamburg. Who is the head of government of Hamburg? The mayor of Hamburg is the head of government of the Free
mistral-7b-v0.3,standard,0,P6:Q192697:Q6835752->Q22893991@2016-11-16,P6,Q6835752,Michal Hašek,Q22893991,Bohumil Šimek,Who is the head of government of South Moravian Region?,The head of government of the South Moravian Region is the regional governor. The regional governor is elected by the
mistral-7b-v0.3,date_prefix,0,P6:Q192697:Q6835752->Q22893991@2016-11-16,P6,Q6835752,Michal Hašek,Q22893991,Bohumil Šimek,In 2016: Who is the head of government of South Moravian Region?,The head of government of South Moravian Region is Bohumil Šimek.
mistral-7b-v0.3,instruction,0,P6:Q192697:Q6835752->Q22893991@2016-11-16,P6,Q6835752,Michal Hašek,Q22893991,Bohumil Šimek,"Answer with the current, most up-to-date fact. Who is the head of government of South Moravian Region?",## Answer
mistral-7b-v0.3,tas,0,P6:Q192697:Q6835752->Q22893991@2016-11-16,P6,Q6835752,Michal Hašek,Q22893991,Bohumil Šimek,Who is the head of government of South Moravian Region?,The head of government of the South Moravian Region is the regional governor. The regional governor is elected by the
mistral-7b-v0.3,iti,0,P6:Q192697:Q6835752->Q22893991@2016-11-16,P6,Q6835752,Michal Hašek,Q22893991,Bohumil Šimek,Who is the head of government of South Moravian Region?,The head of government of the South Moravian Region is the regional governor. The regional governor is elected by the
mistral-7b-v0.3,standard,0,P6:Q47037646:Q5058025->Q25189200@2016-10-26,P6,Q5058025,Celia Wade-Brown,Q25189200,Justin Lester,Who is the head of government of Wellington City?,Wellington City Council is the local government authority for the Wellington region of New Zealand. The council is
mistral-7b-v0.3,date_prefix,0,P6:Q47037646:Q5058025->Q25189200@2016-10-26,P6,Q5058025,Celia Wade-Brown,Q25189200,Justin Lester,In 2016: Who is the head of government of Wellington City?,The head of government of Wellington City is Justin Lester.
mistral-7b-v0.3,instruction,0,P6:Q47037646:Q5058025->Q25189200@2016-10-26,P6,Q5058025,Celia Wade-Brown,Q25189200,Justin Lester,"Answer with the current, most up-to-date fact. Who is the head of government of Wellington City?",## Answer
mistral-7b-v0.3,tas,0,P6:Q47037646:Q5058025->Q25189200@2016-10-26,P6,Q5058025,Celia Wade-Brown,Q25189200,Justin Lester,Who is the head of government of Wellington City?,Wellington City Council is the local government authority for the Wellington region of New Zealand. The council is composed of
mistral-7b-v0.3,iti,0,P6:Q47037646:Q5058025->Q25189200@2016-10-26,P6,Q5058025,Celia Wade-Brown,Q25189200,Justin Lester,Who is the head of government of Wellington City?,Wellington City Council is the local government authority for the Wellington region of New Zealand. The council is
mistral-7b-v0.3,standard,0,P6:Q16427378:Q26701777->Q104502435@2020-10-01,P6,Q26701777,Augustin Chifor,Q104502435,Augustin-Vasile Vășcan,Who is the head of government of Poiana Blenchii?,The head of government of Poiana Blenchii is the Prime Minister of Poiana Blenchii.
mistral-7b-v0.3,date_prefix,0,P6:Q16427378:Q26701777->Q104502435@2020-10-01,P6,Q26701777,Augustin Chifor,Q104502435,Augustin-Vasile Vășcan,In 2020: Who is the head of government of Poiana Blenchii?,The head of government of Poiana Blenchii is the mayor of the village.
mistral-7b-v0.3,instruction,0,P6:Q16427378:Q26701777->Q104502435@2020-10-01,P6,Q26701777,Augustin Chifor,Q104502435,Augustin-Vasile Vășcan,"Answer with the current, most up-to-date fact. Who is the head of government of Poiana Blenchii?",## Answer
mistral-7b-v0.3,tas,0,P6:Q16427378:Q26701777->Q104502435@2020-10-01,P6,Q26701777,Augustin Chifor,Q104502435,Augustin-Vasile Vășcan,Who is the head of government of Poiana Blenchii?,The head of government of Poiana Blenchii is the Prime Minister of Poiana Blenchii.
mistral-7b-v0.3,iti,0,P6:Q16427378:Q26701777->Q104502435@2020-10-01,P6,Q26701777,Augustin Chifor,Q104502435,Augustin-Vasile Vășcan,Who is the head of government of Poiana Blenchii?,The head of government of Poiana Blenchii is the Prime Minister of Poiana Blenchii.
mistral-7b-v0.3,standard,0,P6:Q17:Q122465->Q359480@2021-10-04,P6,Q122465,Yoshihide Suga,Q359480,Fumio Kishida,Who is the head of government of Japan?,"The Prime Minister of Japan (Japanese: 日本国首相, Hepburn: Nih"
mistral-7b-v0.3,date_prefix,0,P6:Q17:Q122465->Q359480@2021-10-04,P6,Q122465,Yoshihide Suga,Q359480,Fumio Kishida,In 2021: Who is the head of government of Japan?,The Prime Minister of Japan is the head of government of Japan. The Prime Minister is appointed by the Emperor of Japan
mistral-7b-v0.3,instruction,0,P6:Q17:Q122465->Q359480@2021-10-04,P6,Q122465,Yoshihide Suga,Q359480,Fumio Kishida,"Answer with the current, most up-to-date fact. Who is the head of government of Japan?",## Answer
mistral-7b-v0.3,tas,0,P6:Q17:Q122465->Q359480@2021-10-04,P6,Q122465,Yoshihide Suga,Q359480,Fumio Kishida,Who is the head of government of Japan?,"The Prime Minister of Japan (Japanese: 日本国首相, Hepburn: Nih"
mistral-7b-v0.3,iti,0,P6:Q17:Q122465->Q359480@2021-10-04,P6,Q122465,Yoshihide Suga,Q359480,Fumio Kishida,Who is the head of government of Japan?,"The Prime Minister of Japan (Japanese: 日本国首相, Hepburn: Nih"
mistral-7b-v0.3,standard,0,P6:Q224:Q57687->Q21821359@2016-01-22,P6,Q57687,Zoran Milanović,Q21821359,Tihomir Orešković,Who is the head of government of Croatia?,The President of the Republic of Croatia is the head of state of Croatia. The President is elected
mistral-7b-v0.3,date_prefix,0,P6:Q224:Q57687->Q21821359@2016-01-22,P6,Q57687,Zoran Milanović,Q21821359,Tihomir Orešković,In 2016: Who is the head of government of Croatia?,The head of government of Croatia is the Prime Minister of Croatia. The Prime Minister is the head
mistral-7b-v0.3,instruction,0,P6:Q224:Q57687->Q21821359@2016-01-22,P6,Q57687,Zoran Milanović,Q21821359,Tihomir Orešković,"Answer with the current, most up-to-date fact. Who is the head of government of Croatia?",## Answer
mistral-7b-v0.3,tas,0,P6:Q224:Q57687->Q21821359@2016-01-22,P6,Q57687,Zoran Milanović,Q21821359,Tihomir Orešković,Who is the head of government of Croatia?,Croatia is a parliamentary republic with a multi-party system. The President of Croatia is
mistral-7b-v0.3,iti,0,P6:Q224:Q57687->Q21821359@2016-01-22,P6,Q57687,Zoran Milanović,Q21821359,Tihomir Orešković,Who is the head of government of Croatia?,The President of the Republic of Croatia is the head of state of Croatia. The President is elected
mistral-7b-v0.3,standard,0,P6:Q8678:Q6756538->Q972007@2021-01-01,P6,Q6756538,Marcelo Crivella,Q972007,Eduardo Paes,Who is the head of government of Rio de Janeiro?,Rio de Janeiro is a state in Brazil. The capital of Rio de Janeiro is Rio de Janeiro
mistral-7b-v0.3,date_prefix,0,P6:Q8678:Q6756538->Q972007@2021-01-01,P6,Q6756538,Marcelo Crivella,Q972007,Eduardo Paes,In 2021: Who is the head of government of Rio de Janeiro?,The governor of Rio de Janeiro is Wilson Witzel.
mistral-7b-v0.3,instruction,0,P6:Q8678:Q6756538->Q972007@2021-01-01,P6,Q6756538,Marcelo Crivella,Q972007,Eduardo Paes,"Answer with the current, most up-to-date fact. Who is the head of government of Rio de Janeiro?",## Answer
mistral-7b-v0.3,tas,0,P6:Q8678:Q6756538->Q972007@2021-01-01,P6,Q6756538,Marcelo Crivella,Q972007,Eduardo Paes,Who is the head of government of Rio de Janeiro?,Rio de Janeiro is a state in Brazil. The capital of Rio de Janeiro is Rio de Janeiro
mistral-7b-v0.3,iti,0,P6:Q8678:Q6756538->Q972007@2021-01-01,P6,Q6756538,Marcelo Crivella,Q972007,Eduardo Paes,Who is the head of government of Rio de Janeiro?,Rio de Janeiro is a state in Brazil. The capital of Rio de Janeiro is Rio de Janeiro
mistral-7b-v0.3,standard,0,P6:Q47974:Q8989779->Q9095293@2020-08-01,P6,Q8989779,Liu Guozhong,Q9095293,Zhao Yide,Who is the head of government of Shaanxi?,"Shaanxi is a province of the People's Republic of China, located in the northwest of the"
mistral-7b-v0.3,date_prefix,0,P6:Q47974:Q8989779->Q9095293@2020-08-01,P6,Q8989779,Liu Guozhong,Q9095293,Zhao Yide,In 2020: Who is the head of government of Shaanxi?,- Hu Heping (born 1957) is a Chinese politician who has been the Communist Party Secretary
mistral-7b-v0.3,instruction,0,P6:Q47974:Q8989779->Q9095293@2020-08-01,P6,Q8989779,Liu Guozhong,Q9095293,Zhao Yide,"Answer with the current, most up-to-date fact. Who is the head of government of Shaanxi?",## Answer
mistral-7b-v0.3,tas,0,P6:Q47974:Q8989779->Q9095293@2020-08-01,P6,Q8989779,Liu Guozhong,Q9095293,Zhao Yide,Who is the head of government of Shaanxi?,"Shaanxi is a province of the People's Republic of China, located in the northwest of the"
mistral-7b-v0.3,iti,0,P6:Q47974:Q8989779->Q9095293@2020-08-01,P6,Q8989779,Liu Guozhong,Q9095293,Zhao Yide,Who is the head of government of Shaanxi?,"Shaanxi is a province of the People's Republic of China, located in the northwest of the"
mistral-7b-v0.3,standard,0,P6:Q215:Q3739767->Q17117413@2014-09-18,P6,Q3739767,Alenka Bratušek,Q17117413,Miro Cerar,Who is the head of government of Slovenia?,The President of the Government of the Republic of Slovenia (Slovene: Predsednik Vlade
mistral-7b-v0.3,date_prefix,0,P6:Q215:Q3739767->Q17117413@2014-09-18,P6,Q3739767,Alenka Bratušek,Q17117413,Miro Cerar,In 2014: Who is the head of government of Slovenia?,The head of government of Slovenia is the Prime Minister of Slovenia. The Prime Minister is the head
mistral-7b-v0.3,instruction,0,P6:Q215:Q3739767->Q17117413@2014-09-18,P6,Q3739767,Alenka Bratušek,Q17117413,Miro Cerar,"Answer with the current, most up-to-date fact. Who is the head of government of Slovenia?",## Answer
mistral-7b-v0.3,tas,0,P6:Q215:Q3739767->Q17117413@2014-09-18,P6,Q3739767,Alenka Bratušek,Q17117413,Miro Cerar,Who is the head of government of Slovenia?,The President of the Government of the Republic of Slovenia (Slovene: Predsednik Vlade
mistral-7b-v0.3,iti,0,P6:Q215:Q3739767->Q17117413@2014-09-18,P6,Q3739767,Alenka Bratušek,Q17117413,Miro Cerar,Who is the head of government of Slovenia?,The President of the Government of the Republic of Slovenia (Slovene: Predsednik Vlade
mistral-7b-v0.3,standard,0,P6:Q215:Q57627->Q18645045@2022-05-25,P6,Q57627,Janez Janša,Q18645045,Robert Golob,Who is the head of government of Slovenia?,The President of the Government of the Republic of Slovenia (Slovene: Predsednik Vlade
mistral-7b-v0.3,date_prefix,0,P6:Q215:Q57627->Q18645045@2022-05-25,P6,Q57627,Janez Janša,Q18645045,Robert Golob,In 2022: Who is the head of government of Slovenia?,The head of government of Slovenia is Janez Janša.
mistral-7b-v0.3,instruction,0,P6:Q215:Q57627->Q18645045@2022-05-25,P6,Q57627,Janez Janša,Q18645045,Robert Golob,"Answer with the current, most up-to-date fact. Who is the head of government of Slovenia?",## Answer
mistral-7b-v0.3,tas,0,P6:Q215:Q57627->Q18645045@2022-05-25,P6,Q57627,Janez Janša,Q18645045,Robert Golob,Who is the head of government of Slovenia?,The President of the Government of the Republic of Slovenia (Slovene: Predsednik Vlade
mistral-7b-v0.3,iti,0,P6:Q215:Q57627->Q18645045@2022-05-25,P6,Q57627,Janez Janša,Q18645045,Robert Golob,Who is the head of government of Slovenia?,The President of the Government of the Republic of Slovenia (Slovene: Predsednik Vlade
mistral-7b-v0.3,standard,0,P6:Q221119:Q17096765->Q16738668@2015-01-01,P6,Q17096765,Ole-Henrik Hjartøy,Q16738668,Ida Maria Pinnerød,Who is the head of government of Bodø Municipality?,"Bodø is a municipality in Nordland county, Norway. It is part of the traditional region of Sal"
mistral-7b-v0.3,date_prefix,0,P6:Q221119:Q17096765->Q16738668@2015-01-01,P6,Q17096765,Ole-Henrik Hjartøy,Q16738668,Ida Maria Pinnerød,In 2015: Who is the head of government of Bodø Municipality?,The mayor of Bodø is the head of the municipal council. The mayor is elected by the municipal council. The
mistral-7b-v0.3,instruction,0,P6:Q221119:Q17096765->Q16738668@2015-01-01,P6,Q17096765,Ole-Henrik Hjartøy,Q16738668,Ida Maria Pinnerød,"Answer with the current, most up-to-date fact. Who is the head of government of Bodø Municipality?",## Answer
mistral-7b-v0.3,tas,0,P6:Q221119:Q17096765->Q16738668@2015-01-01,P6,Q17096765,Ole-Henrik Hjartøy,Q16738668,Ida Maria Pinnerød,Who is the head of government of Bodø Municipality?,"Bodø is a municipality in Nordland county, Norway. It is part of the traditional region of Sal"
mistral-7b-v0.3,iti,0,P6:Q221119:Q17096765->Q16738668@2015-01-01,P6,Q17096765,Ole-Henrik Hjartøy,Q16738668,Ida Maria Pinnerød,Who is the head of government of Bodø Municipality?,"Bodø is a municipality in Nordland county, Norway. It is part of the traditional region of Sal"
mistral-7b-v0.3,standard,0,P6:Q215723:Q26085426->Q104445641@2020-10-01,P6,Q26085426,Adrian-Nicolae Mocioniu,Q104445641,Dragoș Soare,Who is the head of government of Slobozia?,Slobozia (Romanian pronunciation: [sloboˈzja]) is a city
mistral-7b-v0.3,date_prefix,0,P6:Q215723:Q26085426->Q104445641@2020-10-01,P6,Q26085426,Adrian-Nicolae Mocioniu,Q104445641,Dragoș Soare,In 2020: Who is the head of government of Slobozia?,The head of government of Slobozia is Ion Ceban.
mistral-7b-v0.3,instruction,0,P6:Q215723:Q26085426->Q104445641@2020-10-01,P6,Q26085426,Adrian-Nicolae Mocioniu,Q104445641,Dragoș Soare,"Answer with the current, most up-to-date fact. Who is the head of government of Slobozia?",## Answer
mistral-7b-v0.3,tas,0,P6:Q215723:Q26085426->Q104445641@2020-10-01,P6,Q26085426,Adrian-Nicolae Mocioniu,Q104445641,Dragoș Soare,Who is the head of government of Slobozia?,Slobozia (Romanian pronunciation: [sloboˈzja]) is a city
mistral-7b-v0.3,iti,0,P6:Q215723:Q26085426->Q104445641@2020-10-01,P6,Q26085426,Adrian-Nicolae Mocioniu,Q104445641,Dragoș Soare,Who is the head of government of Slobozia?,Slobozia (Romanian pronunciation: [sloboˈzja]) is a city
mistral-7b-v0.3,standard,0,P6:Q16427557:Q24027617->Q104502345@2020-10-01,P6,Q24027617,Ion Bosânceanu,Q104502345,Ionuț-Dragomir Andreica,Who is the head of government of Râșca?,The head of government of Râșca is the Prime Minister of Râșca. The Prime Minister is
mistral-7b-v0.3,date_prefix,0,P6:Q16427557:Q24027617->Q104502345@2020-10-01,P6,Q24027617,Ion Bosânceanu,Q104502345,Ionuț-Dragomir Andreica,In 2020: Who is the head of government of Râșca?,The head of government of Râșca is Ionuț-Cristian Bălan.
mistral-7b-v0.3,instruction,0,P6:Q16427557:Q24027617->Q104502345@2020-10-01,P6,Q24027617,Ion Bosânceanu,Q104502345,Ionuț-Dragomir Andreica,"Answer with the current, most up-to-date fact. Who is the head of government of Râșca?",## Answer
mistral-7b-v0.3,tas,0,P6:Q16427557:Q24027617->Q104502345@2020-10-01,P6,Q24027617,Ion Bosânceanu,Q104502345,Ionuț-Dragomir Andreica,Who is the head of government of Râșca?,"Râșca is a commune in Bacău County, Western Moldavia, Romania. It"
mistral-7b-v0.3,iti,0,P6:Q16427557:Q24027617->Q104502345@2020-10-01,P6,Q24027617,Ion Bosânceanu,Q104502345,Ionuț-Dragomir Andreica,Who is the head of government of Râșca?,The head of government of Râșca is the Prime Minister of Râșca. The Prime Minister is
